BEN;CO;MXIL;NO;NO2;O3;PM2.5;SO2;TOL
0.34;0.44;0.57;4.0;21.0;38.0;14.0;13.0;1.33
0.25;0.39;0.17;3.0;12.0;50.0;17.0;11.0;0.45
0.64;0.67;0.11;4.0;22.0;38.0;26.0;16.0;0.97
0.42;0.49;0.13;3.0;15.0;47.0;21.0;13.0;0.66
0.26;0.33;0.15;6.0;22.0;46.0;14.0;13.0;1.07
0.36;0.3;0.15;7.0;23.0;55.0;8.0;16.0;0.73
0.21;0.28;0.16;7.0;21.0;59.0;9.0;15.0;0.77
0.2;0.31;0.44;8.0;22.0;48.0;10.0;5.0;1.26
0.51;0.39;0.9;15.0;30.0;35.0;13.0;10.0;2.26
0.13;0.31;0.15;5.0;17.0;60.0;7.0;2.0;0.74
0.21;0.32;0.3;5.0;19.0;52.0;11.0;4.0;1.19
0.58;0.45;1.44;18.0;29.0;37.0;16.0;8.0;2.47
0.73;0.47;1.37;17.0;38.0;27.0;18.0;9.0;2.9
0.48;0.38;1.01;16.0;26.0;34.0;12.0;10.0;2.21
0.42;0.39;0.74;8.0;24.0;41.0;11.0;10.0;1.51
0.7;0.59;1.55;12.0;27.0;36.0;19.0;9.0;2.79
0.57;0.55;0.35;5.0;22.0;44.0;24.0;11.0;1.37
0.44;0.48;0.25;4.0;18.0;52.5;22.0;8.5;0.97
0.32;0.42;0.15;3.0;14.0;61.0;20.0;6.0;0.56
0.27;0.35;0.31;3.0;20.0;59.0;15.0;5.0;0.86
0.36;0.34;0.51;6.0;26.0;47.0;18.0;6.0;1.58
0.39;0.4;0.93;12.0;28.0;45.0;22.0;10.0;2.24
0.29;0.32;0.97;10.0;26.0;44.0;17.0;10.0;2.22
0.22;0.27;0.53;8.0;22.0;39.0;12.0;8.0;2.02
0.28;0.37;0.55;5.0;20.0;37.0;15.0;7.0;2.02
0.4;0.5;0.24;3.0;19.0;38.0;16.0;8.0;1.23
0.63;0.5;1.65;20.0;36.0;28.0;16.0;10.0;3.36
0.37;0.39;0.94;7.0;26.0;40.0;21.0;8.0;2.56
0.3;0.41;0.46;5.0;21.0;37.0;16.0;7.0;1.53
0.11;0.28;0.56;5.0;18.0;43.0;8.0;7.0;1.19
0.12;0.29;0.14;5.0;17.0;37.0;9.0;6.0;1.14
0.27;0.38;0.26;4.0;16.0;33.0;14.0;6.0;0.91
0.24;0.37;0.41;4.0;21.0;45.0;14.0;7.0;1.34
0.6;0.46;0.7;13.0;29.0;27.0;16.0;7.0;2.34
0.36;0.36;0.97;16.0;24.0;34.0;14.0;9.0;2.14
0.17;0.29;0.19;7.0;18.0;44.0;8.0;8.0;1.17
0.37;0.47;0.22;8.0;22.0;44.0;15.0;9.0;1.32
0.17;0.34;0.14;4.0;16.0;47.0;14.0;8.0;0.92
0.25;0.41;0.31;4.0;15.0;38.0;17.0;6.0;1.04
0.14;0.31;0.3;4.0;14.0;37.0;12.0;5.0;1.35
0.16;0.27;0.18;9.0;22.0;39.0;6.0;6.0;1.04
0.3;0.26;0.76;9.0;20.0;42.0;8.0;7.0;1.75
0.24;0.29;0.42;6.0;18.0;48.0;9.0;6.0;1.22
0.25;0.28;0.66;10.0;19.0;33.0;10.0;10.0;2.1
0.08;0.24;0.12;3.0;10.0;46.0;7.0;6.0;0.39
0.08;0.24;0.12;3.0;9.0;50.0;10.0;6.0;0.27
0.09;0.26;0.14;3.0;10.0;60.0;13.0;11.0;0.58
0.15;0.28;0.34;5.0;20.0;50.0;12.0;8.0;1.27
0.19;0.3;0.41;13.0;15.0;40.0;13.0;9.0;1.6
0.23;0.32;0.47;20.0;12.0;29.0;13.0;8.0;1.92
0.17;0.32;0.53;23.0;15.0;27.0;12.0;10.0;1.61
0.12;0.37;0.16;21.0;10.0;30.0;18.0;12.0;0.57
0.13;0.31;0.12;13.0;5.0;37.0;13.0;13.0;0.51
0.11;0.29;0.1;9.0;3.0;45.0;12.0;12.0;0.48
0.14;0.29;0.22;14.0;3.0;34.0;13.0;12.0;0.7
0.15;0.35;0.15;12.0;5.0;43.0;13.0;14.0;0.78
0.18;0.4;0.42;18.0;7.0;20.0;14.0;13.0;1.79
0.33;0.43;0.15;15.0;6.0;29.0;13.0;12.0;1.3
0.47;0.48;0.76;23.0;6.0;24.0;17.0;15.0;2.25
0.08;0.27;0.11;7.0;2.0;35.0;9.0;12.0;0.32
0.13;0.31;0.1;7.0;2.0;39.0;11.0;13.0;0.24
0.09;0.3;0.12;11.0;4.0;40.0;11.0;11.0;0.7
0.33;0.46;0.74;21.0;12.0;28.0;20.0;10.0;1.91
0.9;0.75;2.92;31.0;15.0;27.0;29.0;10.0;3.81
0.34;0.44;0.7;20.0;7.0;42.0;28.0;8.0;2.38
0.56;0.49;1.67;28.0;16.0;38.0;38.0;18.0;2.72
0.32;0.35;0.36;15.0;5.0;34.0;22.0;11.0;1.2
0.19;0.29;0.1;8.0;2.0;39.0;8.0;12.0;0.5
0.17;0.33;4.52;15.0;6.0;39.0;10.0;16.0;2.98
0.24;0.36;5.53;19.0;5.0;36.0;12.0;16.0;2.95
0.22;0.36;0.18;15.0;6.0;41.0;13.0;14.0;1.02
0.19;0.33;0.27;17.0;7.0;35.0;12.0;14.0;1.43
0.26;0.35;0.36;34.0;9.0;27.0;13.0;16.0;1.35
0.09;0.24;0.17;18.0;4.0;47.0;8.0;16.0;0.45
0.12;0.24;0.1;8.0;2.0;40.0;8.0;16.0;0.44
0.15;0.27;0.28;15.0;4.0;40.0;9.0;16.0;0.71
0.13;0.26;0.13;20.0;6.0;38.0;13.0;10.0;1.06
0.1;0.3;0.1;23.0;8.0;33.0;9.0;6.0;0.66
0.14;0.29;0.11;24.0;8.0;39.0;9.0;6.0;0.72
0.16;0.32;0.16;39.0;11.5;36.0;11.0;6.5;1.12
0.17;0.34;0.2;54.0;15.0;33.0;13.0;7.0;1.51
0.15;0.32;0.14;30.0;14.0;31.0;14.0;6.0;1.03
0.1;0.28;0.31;7.0;11.0;39.0;7.0;6.0;0.36
0.08;0.34;0.13;11.0;13.0;36.0;6.0;5.0;0.11
1.92;0.28;0.16;9.0;14.0;35.0;11.0;4.0;0.14
3.03;0.27;0.72;7.0;12.0;49.0;10.0;4.0;0.2
3.23;0.28;1.46;11.0;12.0;40.0;13.0;4.0;0.87
1.24;0.26;0.13;6.0;10.0;41.0;11.0;4.0;4.19
0.5;0.34;0.5;9.0;15.0;39.0;15.0;5.0;7.03
0.49;0.61;1.81;13.0;20.0;39.0;22.0;7.0;8.1
0.56;0.81;2.16;22.0;30.0;36.0;26.0;8.0;8.12
0.53;0.73;2.21;23.0;30.0;37.0;26.0;7.0;6.88
0.78;0.92;3.56;27.0;41.0;56.0;32.0;17.0;6.53
0.69;0.86;2.8;19.0;26.0;52.0;38.0;7.0;5.09
0.67;0.49;0.46;14.0;22.0;51.0;33.0;4.0;0.85
0.73;0.57;0.57;17.0;27.0;39.0;38.0;5.0;1.27
0.74;0.62;0.5;16.0;24.0;57.0;41.0;9.0;0.92
0.62;0.46;0.33;12.0;19.0;46.0;29.0;5.0;0.71
0.57;0.38;0.16;11.0;18.0;48.0;25.0;5.0;0.49
0.54;0.35;0.22;12.0;15.0;43.0;14.0;5.0;0.55
0.51;0.32;0.2;6.0;10.0;52.0;17.0;4.0;0.73
0.51;0.36;0.15;10.0;15.0;48.0;10.0;7.0;0.37
0.5;0.34;0.14;6.0;11.0;47.0;10.0;5.0;0.31
0.56;0.39;0.25;9.0;13.0;39.0;16.0;4.0;0.49
0.54;0.35;0.17;8.0;11.0;42.0;9.0;4.0;0.37
0.5;0.37;0.14;7.0;12.0;44.0;6.0;3.0;0.32
0.52;0.28;0.26;7.0;12.0;52.0;7.0;7.0;0.51
0.58;0.31;0.22;11.0;15.0;47.0;13.0;21.0;0.54
0.55;0.3;0.24;9.0;14.0;49.0;10.0;15.0;0.53
0.5;0.25;0.17;4.0;7.0;44.0;7.0;16.0;0.35
0.52;0.27;0.2;4.0;7.0;43.0;9.0;17.0;0.45
